t	1	2	3	jV0100	jO0300	
1.636	-0.754251	0	0.754251	0.754251	-1.5085	
1.637	-0.758362	0	0.758362	0.758362	-1.51672	
1.638	-0.762443	0	0.762443	0.762443	-1.52489	
1.639	-0.766493	0	0.766493	0.766493	-1.53299	
1.64	-0.770513	0	0.770513	0.770513	-1.54103	
1.641	-0.774503	0	0.774503	0.774503	-1.54901	
1.642	-0.778462	0	0.778462	0.778462	-1.55692	
1.643	-0.782391	0	0.782391	0.782391	-1.56478	
1.644	-0.786288	0	0.786288	0.786288	-1.57258	
1.645	-0.790155	0	0.790155	0.790155	-1.58031	
1.646	-0.79399	0	0.79399	0.79399	-1.58798	
1.647	-0.797794	0	0.797794	0.797794	-1.59559	
1.648	-0.801567	0	0.801567	0.801567	-1.60313	
1.649	-0.805308	0	0.805308	0.805308	-1.61062	
1.65	-0.809017	0	0.809017	0.809017	-1.61803	
1.651	-0.812694	0	0.812694	0.812694	-1.62539	
1.652	-0.816339	0	0.816339	0.816339	-1.63268	
1.653	-0.819952	0	0.819952	0.819952	-1.6399	
1.654	-0.823533	0	0.823533	0.823533	-1.64707	
1.655	-0.827081	0	0.827081	0.827081	-1.65416	
1.656	-0.830596	0	0.830596	0.830596	-1.66119	
1.657	-0.834078	0	0.834078	0.834078	-1.66816	
1.658	-0.837528	0	0.837528	0.837528	-1.67506	
1.659	-0.840945	0	0.840945	0.840945	-1.68189	
1.66	-0.844328	0	0.844328	0.844328	-1.68866	
1.661	-0.847678	0	0.847678	0.847678	-1.69536	
1.662	-0.850994	0	0.850994	0.850994	-1.70199	
1.663	-0.854277	0	0.854277	0.854277	-1.70855	
1.664	-0.857527	0	0.857527	0.857527	-1.71505	
1.665	-0.860742	0	0.860742	0.860742	-1.72148	
1.666	-0.863923	0	0.863923	0.863923	-1.72785	
1.667	-0.867071	0	0.867071	0.867071	-1.73414	
1.668	-0.870184	0	0.870184	0.870184	-1.74037	
1.669	-0.873262	0	0.873262	0.873262	-1.74652	
1.67	-0.876307	0	0.876307	0.876307	-1.75261	
1.671	-0.879316	0	0.879316	0.879316	-1.75863	
1.672	-0.882291	0	0.882291	0.882291	-1.76458	
1.673	-0.885231	0	0.885231	0.885231	-1.77046	
1.674	-0.888136	0	0.888136	0.888136	-1.77627	
1.675	-0.891007	0	0.891007	0.891007	-1.78201	
1.676	-0.893841	0	0.893841	0.893841	-1.78768	
1.677	-0.896641	0	0.896641	0.896641	-1.79328	
1.678	-0.899405	0	0.899405	0.899405	-1.79881	
1.679	-0.902134	0	0.902134	0.902134	-1.80427	
1.68	-0.904827	0	0.904827	0.904827	-1.80965	
1.681	-0.907484	0	0.907484	0.907484	-1.81497	
1.682	-0.910106	0	0.910106	0.910106	-1.82021	
1.683	-0.912692	0	0.912692	0.912692	-1.82538	
1.684	-0.915241	0	0.915241	0.915241	-1.83048	
1.685	-0.917755	0	0.917755	0.917755	-1.83551	
1.686	-0.920232	0	0.920232	0.920232	-1.84046	
1.687	-0.922673	0	0.922673	0.922673	-1.84535	
1.688	-0.925077	0	0.925077	0.925077	-1.85015	
1.689	-0.927445	0	0.927445	0.927445	-1.85489	
1.69	-0.929776	0	0.929776	0.929776	-1.85955	
1.691	-0.932071	0	0.932071	0.932071	-1.86414	
1.692	-0.934329	0	0.934329	0.934329	-1.86866	
1.693	-0.93655	0	0.93655	0.93655	-1.8731	
1.694	-0.938734	0	0.938734	0.938734	-1.87747	
1.695	-0.940881	0	0.940881	0.940881	-1.88176	
1.696	-0.942991	0	0.942991	0.942991	-1.88598	
1.697	-0.945063	0	0.945063	0.945063	-1.89013	
1.698	-0.947098	0	0.947098	0.947098	-1.8942	
1.699	-0.949096	0	0.949096	0.949096	-1.89819	
1.7	-0.951057	0	0.951057	0.951057	-1.90211	
1.701	-0.952979	0	0.952979	0.952979	-1.90596	
1.702	-0.954865	0	0.954865	0.954865	-1.90973	
1.703	-0.956712	0	0.956712	0.956712	-1.91342	
1.704	-0.958522	0	0.958522	0.958522	-1.91704	
1.705	-0.960294	0	0.960294	0.960294	-1.92059	
1.706	-0.962028	0	0.962028	0.962028	-1.92406	
1.707	-0.963724	0	0.963724	0.963724	-1.92745	
1.708	-0.965382	0	0.965382	0.965382	-1.93076	
1.709	-0.967001	0	0.967001	0.967001	-1.934	
1.71	-0.968583	0	0.968583	0.968583	-1.93717	
1.711	-0.970127	0	0.970127	0.970127	-1.94025	
1.712	-0.971632	0	0.971632	0.971632	-1.94326	
1.713	-0.973099	0	0.973099	0.973099	-1.9462	
1.714	-0.974527	0	0.974527	0.974527	-1.94905	
1.715	-0.975917	0	0.975917	0.975917	-1.95183	
1.716	-0.977268	0	0.977268	0.977268	-1.95454	
1.717	-0.978581	0	0.978581	0.978581	-1.95716	
1.718	-0.979855	0	0.979855	0.979855	-1.95971	
1.719	-0.981091	0	0.981091	0.981091	-1.96218	
1.72	-0.982287	0	0.982287	0.982287	-1.96457	
1.721	-0.983445	0	0.983445	0.983445	-1.96689	
1.722	-0.984564	0	0.984564	0.984564	-1.96913	
1.723	-0.985645	0	0.985645	0.985645	-1.97129	
1.724	-0.986686	0	0.986686	0.986686	-1.97337	
1.725	-0.987688	0	0.987688	0.987688	-1.97538	
1.726	-0.988652	0	0.988652	0.988652	-1.9773	
1.727	-0.989576	0	0.989576	0.989576	-1.97915	
1.728	-0.990461	0	0.990461	0.990461	-1.98092	
1.729	-0.991308	0	0.991308	0.991308	-1.98262	
1.73	-0.992115	0	0.992115	0.992115	-1.98423	
1.731	-0.992883	0	0.992883	0.992883	-1.98577	
1.732	-0.993611	0	0.993611	0.993611	-1.98722	
1.733	-0.994301	0	0.994301	0.994301	-1.9886	
1.734	-0.994951	0	0.994951	0.994951	-1.9899	
1.735	-0.995562	0	0.995562	0.995562	-1.99112	
1.736	-0.996134	0	0.996134	0.996134	-1.99227	
1.737	-0.996666	0	0.996666	0.996666	-1.99333	
1.738	-0.997159	0	0.997159	0.997159	-1.99432	
1.739	-0.997613	0	0.997613	0.997613	-1.99523	
1.74	-0.998027	0	0.998027	0.998027	-1.99605	
1.741	-0.998402	0	0.998402	0.998402	-1.9968	
1.742	-0.998737	0	0.998737	0.998737	-1.99747	
1.743	-0.999033	0	0.999033	0.999033	-1.99807	
1.744	-0.999289	0	0.999289	0.999289	-1.99858	
1.745	-0.999507	0	0.999507	0.999507	-1.99901	
1.746	-0.999684	0	0.999684	0.999684	-1.99937	
1.747	-0.999822	0	0.999822	0.999822	-1.99964	
1.748	-0.999921	0	0.999921	0.999921	-1.99984	
1.749	-0.99998	0	0.99998	0.99998	-1.99996	
1.75	-1	0	1	1	-2	
1.751	-0.99998	0	0.99998	0.99998	-1.99996	
1.752	-0.999921	0	0.999921	0.999921	-1.99984	
1.753	-0.999822	0	0.999822	0.999822	-1.99964	
1.754	-0.999684	0	0.999684	0.999684	-1.99937	
1.755	-0.999507	0	0.999507	0.999507	-1.99901	
1.756	-0.999289	0	0.999289	0.999289	-1.99858	
1.757	-0.999033	0	0.999033	0.999033	-1.99807	
1.758	-0.998737	0	0.998737	0.998737	-1.99747	
1.759	-0.998402	0	0.998402	0.998402	-1.9968	
1.76	-0.998027	0	0.998027	0.998027	-1.99605	
1.761	-0.997613	0	0.997613	0.997613	-1.99523	
1.762	-0.997159	0	0.997159	0.997159	-1.99432	
1.763	-0.996666	0	0.996666	0.996666	-1.99333	
1.764	-0.996134	0	0.996134	0.996134	-1.99227	
1.765	-0.995562	0	0.995562	0.995562	-1.99112	
1.766	-0.994951	0	0.994951	0.994951	-1.9899	
1.767	-0.994301	0	0.994301	0.994301	-1.9886	
1.768	-0.993611	0	0.993611	0.993611	-1.98722	
1.769	-0.992883	0	0.992883	0.992883	-1.98577	
1.77	-0.992115	0	0.992115	0.992115	-1.98423	
1.771	-0.991308	0	0.991308	0.991308	-1.98262	
1.772	-0.990461	0	0.990461	0.990461	-1.98092	
1.773	-0.989576	0	0.989576	0.989576	-1.97915	
1.774	-0.988652	0	0.988652	0.988652	-1.9773	
1.775	-0.987688	0	0.987688	0.987688	-1.97538	
1.776	-0.986686	0	0.986686	0.986686	-1.97337	
1.777	-0.985645	0	0.985645	0.985645	-1.97129	
1.778	-0.984564	0	0.984564	0.984564	-1.96913	
1.779	-0.983445	0	0.983445	0.983445	-1.96689	
1.78	-0.982287	0	0.982287	0.982287	-1.96457	
1.781	-0.981091	0	0.981091	0.981091	-1.96218	
1.782	-0.979855	0	0.979855	0.979855	-1.95971	
1.783	-0.978581	0	0.978581	0.978581	-1.95716	
1.784	-0.977268	0	0.977268	0.977268	-1.95454	
1.785	-0.975917	0	0.975917	0.975917	-1.95183	
1.786	-0.974527	0	0.974527	0.974527	-1.94905	
1.787	-0.973099	0	0.973099	0.973099	-1.9462	
1.788	-0.971632	0	0.971632	0.971632	-1.94326	
1.789	-0.970127	0	0.970127	0.970127	-1.94025	
1.79	-0.968583	0	0.968583	0.968583	-1.93717	
1.791	-0.967001	0	0.967001	0.967001	-1.934	
1.792	-0.965382	0	0.965382	0.965382	-1.93076	
1.793	-0.963724	0	0.963724	0.963724	-1.92745	
1.794	-0.962028	0	0.962028	0.962028	-1.92406	
1.795	-0.960294	0	0.960294	0.960294	-1.92059	
1.796	-0.958522	0	0.958522	0.958522	-1.91704	
1.797	-0.956712	0	0.956712	0.956712	-1.91342	
1.798	-0.954865	0	0.954865	0.954865	-1.90973	
1.799	-0.952979	0	0.952979	0.952979	-1.90596	
1.8	-0.951057	0	0.951057	0.951057	-1.90211	
1.801	-0.949096	0	0.949096	0.949096	-1.89819	
1.802	-0.947098	0	0.947098	0.947098	-1.8942	
1.803	-0.945063	0	0.945063	0.945063	-1.89013	
1.804	-0.942991	0	0.942991	0.942991	-1.88598	
1.805	-0.940881	0	0.940881	0.940881	-1.88176	
1.806	-0.938734	0	0.938734	0.938734	-1.87747	
1.807	-0.93655	0	0.93655	0.93655	-1.8731	
1.808	-0.934329	0	0.934329	0.934329	-1.86866	
1.809	-0.932071	0	0.932071	0.932071	-1.86414	
1.81	-0.929776	0	0.929776	0.929776	-1.85955	
1.811	-0.927445	0	0.927445	0.927445	-1.85489	
1.812	-0.925077	0	0.925077	0.925077	-1.85015	
1.813	-0.922673	0	0.922673	0.922673	-1.84535	
1.814	-0.920232	0	0.920232	0.920232	-1.84046	
1.815	-0.917755	0	0.917755	0.917755	-1.83551	
1.816	-0.915241	0	0.915241	0.915241	-1.83048	
1.817	-0.912692	0	0.912692	0.912692	-1.82538	
1.818	-0.910106	0	0.910106	0.910106	-1.82021	
1.819	-0.907484	0	0.907484	0.907484	-1.81497	
1.82	-0.904827	0	0.904827	0.904827	-1.80965	
1.821	-0.902134	0	0.902134	0.902134	-1.80427	
1.822	-0.899405	0	0.899405	0.899405	-1.79881	
1.823	-0.896641	0	0.896641	0.896641	-1.79328	
1.824	-0.893841	0	0.893841	0.893841	-1.78768	
1.825	-0.891007	0	0.891007	0.891007	-1.78201	
1.826	-0.888136	0	0.888136	0.888136	-1.77627	
1.827	-0.885231	0	0.885231	0.885231	-1.77046	
1.828	-0.882291	0	0.882291	0.882291	-1.76458	
1.829	-0.879316	0	0.879316	0.879316	-1.75863	
1.83	-0.876307	0	0.876307	0.876307	-1.75261	
1.831	-0.873262	0	0.873262	0.873262	-1.74652	
1.832	-0.870184	0	0.870184	0.870184	-1.74037	
1.833	-0.867071	0	0.867071	0.867071	-1.73414	
1.834	-0.863923	0	0.863923	0.863923	-1.72785	
1.835	-0.860742	0	0.860742	0.860742	-1.72148	
1.836	-0.857527	0	0.857527	0.857527	-1.71505	
1.837	-0.854277	0	0.854277	0.854277	-1.70855	
1.838	-0.850994	0	0.850994	0.850994	-1.70199	
1.839	-0.847678	0	0.847678	0.847678	-1.69536	
1.84	-0.844328	0	0.844328	0.844328	-1.68866	
1.841	-0.840945	0	0.840945	0.840945	-1.68189	
1.842	-0.837528	0	0.837528	0.837528	-1.67506	
1.843	-0.834078	0	0.834078	0.834078	-1.66816	
1.844	-0.830596	0	0.830596	0.830596	-1.66119	
1.845	-0.827081	0	0.827081	0.827081	-1.65416	
1.846	-0.823533	0	0.823533	0.823533	-1.64707	
1.847	-0.819952	0	0.819952	0.819952	-1.6399	
1.848	-0.816339	0	0.816339	0.816339	-1.63268	
1.849	-0.812694	0	0.812694	0.812694	-1.62539	
1.85	-0.809017	0	0.809017	0.809017	-1.61803	
1.851	-0.805308	0	0.805308	0.805308	-1.61062	
1.852	-0.801567	0	0.801567	0.801567	-1.60313	
1.853	-0.797794	0	0.797794	0.797794	-1.59559	
1.854	-0.79399	0	0.79399	0.79399	-1.58798	
1.855	-0.790155	0	0.790155	0.790155	-1.58031	
1.856	-0.786288	0	0.786288	0.786288	-1.57258	
1.857	-0.782391	0	0.782391	0.782391	-1.56478	
1.858	-0.778462	0	0.778462	0.778462	-1.55692	
1.859	-0.774503	0	0.774503	0.774503	-1.54901	
1.86	-0.770513	0	0.770513	0.770513	-1.54103	
1.861	-0.766493	0	0.766493	0.766493	-1.53299	
1.862	-0.762443	0	0.762443	0.762443	-1.52489	
1.863	-0.758362	0	0.758362	0.758362	-1.51672	
1.864	-0.754251	0	0.754251	0.754251	-1.5085	
1.865	-0.750111	0	0.750111	0.750111	-1.50022	
1.866	-0.745941	5.55112e-17	0.745941	0.745941	-1.49188	
1.867	-0.741742	5.55112e-17	0.741742	0.741742	-1.48348	
1.868	-0.737513	5.55112e-17	0.737513	0.737513	-1.47503	
1.869	-0.733255	5.55112e-17	0.733255	0.733255	-1.46651	
1.87	-0.728969	5.55112e-17	0.728969	0.728969	-1.45794	
1.871	-0.724653	0	0.724653	0.724653	-1.44931	
1.872	-0.720309	0	0.720309	0.720309	-1.44062	
1.873	-0.715936	0	0.715936	0.715936	-1.43187	
1.874	-0.711536	0	0.711536	0.711536	-1.42307	
1.875	-0.707107	0	0.707107	0.707107	-1.41421	
1.876	-0.70265	0	0.70265	0.70265	-1.4053	
1.877	-0.698165	0	0.698165	0.698165	-1.39633	
1.878	-0.693653	0	0.693653	0.693653	-1.38731	
1.879	-0.689114	0	0.689114	0.689114	-1.37823	
1.88	-0.684547	0	0.684547	0.684547	-1.36909	
1.881	-0.679953	5.55112e-17	0.679953	0.679953	-1.35991	
1.882	-0.675333	0	0.675333	0.675333	-1.35067	
1.883	-0.670686	0	0.670686	0.670686	-1.34137	
1.884	-0.666012	5.55112e-17	0.666012	0.666012	-1.33202	
1.885	-0.661312	0	0.661312	0.661312	-1.32262	
1.886	-0.656586	5.55112e-17	0.656586	0.656586	-1.31317	
1.887	-0.651834	5.55112e-17	0.651834	0.651834	-1.30367	
1.888	-0.647056	5.55112e-17	0.647056	0.647056	-1.29411	
1.889	-0.642253	5.55112e-17	0.642253	0.642253	-1.28451	
1.89	-0.637424	0	0.637424	0.637424	-1.27485	
1.891	-0.63257	5.55112e-17	0.63257	0.63257	-1.26514	
1.892	-0.627691	0	0.627691	0.627691	-1.25538	
1.893	-0.622788	-5.55112e-17	0.622788	0.622788	-1.24558	
1.894	-0.61786	0	0.61786	0.61786	-1.23572	
1.895	-0.612907	0	0.612907	0.612907	-1.22581	
1.896	-0.60793	0	0.60793	0.60793	-1.21586	
1.897	-0.60293	0	0.60293	0.60293	-1.20586	
1.898	-0.597905	0	0.597905	0.597905	-1.19581	
1.899	-0.592857	0	0.592857	0.592857	-1.18571	
1.9	-0.587785	-5.55112e-17	0.587785	0.587785	-1.17557	
1.901	-0.58269	0	0.58269	0.58269	-1.16538	
1.902	-0.577573	0	0.577573	0.577573	-1.15515	
1.903	-0.572432	0	0.572432	0.572432	-1.14486	
1.904	-0.567269	0	0.567269	0.567269	-1.13454	
1.905	-0.562083	0	0.562083	0.562083	-1.12417	
1.906	-0.556876	-5.55112e-17	0.556876	0.556876	-1.11375	
1.907	-0.551646	0	0.551646	0.551646	-1.10329	
1.908	-0.546394	-5.55112e-17	0.546394	0.546394	-1.09279	
1.909	-0.541121	0	0.541121	0.541121	-1.08224	
1.91	-0.535827	0	0.535827	0.535827	-1.07165	
1.911	-0.530511	0	0.530511	0.530511	-1.06102	
1.912	-0.525175	-5.55112e-17	0.525175	0.525175	-1.05035	
1.913	-0.519817	0	0.519817	0.519817	-1.03963	
1.914	-0.51444	0	0.51444	0.51444	-1.02888	
1.915	-0.509041	0	0.509041	0.509041	-1.01808	
1.916	-0.503623	0	0.503623	0.503623	-1.00725	
1.917	-0.498185	0	0.498185	0.498185	-0.99637	
1.918	-0.492727	0	0.492727	0.492727	-0.985455	
1.919	-0.48725	0	0.48725	0.48725	-0.9745	
1.92	-0.481754	0	0.481754	0.481754	-0.963507	
1.921	-0.476238	0	0.476238	0.476238	-0.952476	
1.922	-0.470704	0	0.470704	0.470704	-0.941408	
1.923	-0.465151	0	0.465151	0.465151	-0.930302	
1.924	-0.45958	0	0.45958	0.45958	-0.91916	
1.925	-0.45399	0	0.45399	0.45399	-0.907981	
1.926	-0.448383	0	0.448383	0.448383	-0.896766	
1.927	-0.442758	0	0.442758	0.442758	-0.885516	
1.928	-0.437116	0	0.437116	0.437116	-0.874232	
1.929	-0.431456	0	0.431456	0.431456	-0.862912	
1.93	-0.425779	0	0.425779	0.425779	-0.851559	
1.931	-0.420086	0	0.420086	0.420086	-0.840171	
1.932	-0.414376	0	0.414376	0.414376	-0.828751	
1.933	-0.408649	0	0.408649	0.408649	-0.817298	
1.934	-0.402906	0	0.402906	0.402906	-0.805813	
1.935	-0.397148	0	0.397148	0.397148	-0.794296	
1.936	-0.391374	0	0.391374	0.391374	-0.782747	
1.937	-0.385584	0	0.385584	0.385584	-0.771168	
1.938	-0.379779	0	0.379779	0.379779	-0.759558	
1.939	-0.373959	0	0.373959	0.373959	-0.747918	
1.94	-0.368125	2.77556e-17	0.368125	0.368125	-0.736249	
1.941	-0.362275	0	0.362275	0.362275	-0.724551	
1.942	-0.356412	2.77556e-17	0.356412	0.356412	-0.712824	
1.943	-0.350534	0	0.350534	0.350534	-0.701069	
1.944	-0.344643	0	0.344643	0.344643	-0.689286	
1.945	-0.338738	0	0.338738	0.338738	-0.677476	
1.946	-0.33282	0	0.33282	0.33282	-0.665639	
1.947	-0.326888	2.77556e-17	0.326888	0.326888	-0.653776	
1.948	-0.320944	2.77556e-17	0.320944	0.320944	-0.641887	
1.949	-0.314987	0	0.314987	0.314987	-0.629973	
1.95	-0.309017	0	0.309017	0.309017	-0.618034	
1.951	-0.303035	-2.77556e-17	0.303035	0.303035	-0.606071	
1.952	-0.297042	0	0.297042	0.297042	-0.594083	
1.953	-0.291036	-2.77556e-17	0.291036	0.291036	-0.582072	
1.954	-0.285019	-2.77556e-17	0.285019	0.285019	-0.570039	
1.955	-0.278991	-2.77556e-17	0.278991	0.278991	-0.557982	
1.956	-0.272952	0	0.272952	0.272952	-0.545904	
1.957	-0.266902	0	0.266902	0.266902	-0.533804	
1.958	-0.260842	0	0.260842	0.260842	-0.521683	
1.959	-0.254771	0	0.254771	0.254771	-0.509541	
1.96	-0.24869	0	0.24869	0.24869	-0.49738	
1.961	-0.242599	0	0.242599	0.242599	-0.485198	
1.962	-0.236499	0	0.236499	0.236499	-0.472998	
1.963	-0.230389	0	0.230389	0.230389	-0.460779	
1.964	-0.224271	0	0.224271	0.224271	-0.448542	
1.965	-0.218143	0	0.218143	0.218143	-0.436286	
1.966	-0.212007	0	0.212007	0.212007	-0.424014	
1.967	-0.205863	0	0.205863	0.205863	-0.411725	
1.968	-0.19971	0	0.19971	0.19971	-0.39942	
1.969	-0.193549	0	0.193549	0.193549	-0.387099	
1.97	-0.187381	0	0.187381	0.187381	-0.374763	
1.971	-0.181206	1.38778e-17	0.181206	0.181206	-0.362412	
1.972	-0.175023	0	0.175023	0.175023	-0.350046	
1.973	-0.168833	0	0.168833	0.168833	-0.337667	
1.974	-0.162637	0	0.162637	0.162637	-0.325274	
1.975	-0.156434	0	0.156434	0.156434	-0.312869	
1.976	-0.150226	0	0.150226	0.150226	-0.300451	
1.977	-0.144011	0	0.144011	0.144011	-0.288022	
1.978	-0.13779	-1.38778e-17	0.13779	0.13779	-0.275581	
1.979	-0.131564	0	0.131564	0.131564	-0.263129	
1.98	-0.125333	0	0.125333	0.125333	-0.250666	
1.981	-0.119097	0	0.119097	0.119097	-0.238194	
1.982	-0.112856	0	0.112856	0.112856	-0.225713	
1.983	-0.106611	0	0.106611	0.106611	-0.213222	
1.984	-0.100362	0	0.100362	0.100362	-0.200723	
1.985	-0.0941083	0	0.0941083	0.0941083	-0.188217	
1.986	-0.0878512	6.93889e-18	0.0878512	0.0878512	-0.175702	
1.987	-0.0815906	6.93889e-18	0.0815906	0.0815906	-0.163181	
1.988	-0.0753268	-6.93889e-18	0.0753268	0.0753268	-0.150654	
1.989	-0.06906	0	0.06906	0.06906	-0.13812	
1.99	-0.0627905	0	0.0627905	0.0627905	-0.125581	
1.991	-0.0565185	0	0.0565185	0.0565185	-0.113037	
1.992	-0.0502443	0	0.0502443	0.0502443	-0.100489	
1.993	-0.0439681	0	0.0439681	0.0439681	-0.0879362	
1.994	-0.0376902	-3.46945e-18	0.0376902	0.0376902	-0.0753804	
1.995	-0.0314108	0	0.0314108	0.0314108	-0.0628215	
1.996	-0.0251301	0	0.0251301	0.0251301	-0.0502602	
1.997	-0.0188484	0	0.0188484	0.0188484	-0.0376969	
1.998	-0.012566	0	0.012566	0.012566	-0.0251321	
1.999	-0.00628314	0	0.00628314	0.00628314	-0.0125663	
2	-6.8794e-13	0	6.8794e-13	6.8794e-13	-1.37588e-12	
2.001	0.00628314	0	-0.00628314	-0.00628314	0.0125663	
2.002	0.012566	0	-0.012566	-0.012566	0.0251321	
2.003	0.0188484	0	-0.0188484	-0.0188484	0.0376969	
2.004	0.0251301	0	-0.0251301	-0.0251301	0.0502602	
2.005	0.0314108	3.46945e-18	-0.0314108	-0.0314108	0.0628215	
2.006	0.0376902	3.46945e-18	-0.0376902	-0.0376902	0.0753804	
2.007	0.0439681	0	-0.0439681	-0.0439681	0.0879362	
2.008	0.0502443	0	-0.0502443	-0.0502443	0.100489	
2.009	0.0565185	0	-0.0565185	-0.0565185	0.113037	
2.01	0.0627905	0	-0.0627905	-0.0627905	0.125581	
2.011	0.06906	6.93889e-18	-0.06906	-0.06906	0.13812	
2.012	0.0753268	6.93889e-18	-0.0753268	-0.0753268	0.150654	
2.013	0.0815906	-6.93889e-18	-0.0815906	-0.0815906	0.163181	
2.014	0.0878512	0	-0.0878512	-0.0878512	0.175702	
2.015	0.0941083	0	-0.0941083	-0.0941083	0.188217	
2.016	0.100362	0	-0.100362	-0.100362	0.200723	
2.017	0.106611	0	-0.106611	-0.106611	0.213222	
2.018	0.112856	0	-0.112856	-0.112856	0.225713	
2.019	0.119097	0	-0.119097	-0.119097	0.238194	
2.02	0.125333	1.38778e-17	-0.125333	-0.125333	0.250666	
2.021	0.131564	0	-0.131564	-0.131564	0.263129	
2.022	0.13779	0	-0.13779	-0.13779	0.275581	
2.023	0.144011	0	-0.144011	-0.144011	0.288022	
2.024	0.150226	0	-0.150226	-0.150226	0.300451	
2.025	0.156434	-1.38778e-17	-0.156434	-0.156434	0.312869	
2.026	0.162637	0	-0.162637	-0.162637	0.325274	
2.027	0.168833	0	-0.168833	-0.168833	0.337667	
2.028	0.175023	-1.38778e-17	-0.175023	-0.175023	0.350046	
2.029	0.181206	0	-0.181206	-0.181206	0.362412	
2.03	0.187381	0	-0.187381	-0.187381	0.374763	
2.031	0.193549	0	-0.193549	-0.193549	0.387099	
2.032	0.19971	0	-0.19971	-0.19971	0.39942	
2.033	0.205863	0	-0.205863	-0.205863	0.411725	
2.034	0.212007	0	-0.212007	-0.212007	0.424014	
2.035	0.218143	0	-0.218143	-0.218143	0.436286	
2.036	0.224271	0	-0.224271	-0.224271	0.448542	
2.037	0.230389	0	-0.230389	-0.230389	0.460779	
2.038	0.236499	0	-0.236499	-0.236499	0.472998	
2.039	0.242599	0	-0.242599	-0.242599	0.485198	
2.04	0.24869	0	-0.24869	-0.24869	0.49738	
2.041	0.254771	0	-0.254771	-0.254771	0.509541	
2.042	0.260842	0	-0.260842	-0.260842	0.521683	
2.043	0.266902	2.77556e-17	-0.266902	-0.266902	0.533804	
2.044	0.272952	2.77556e-17	-0.272952	-0.272952	0.545904	
2.045	0.278991	2.77556e-17	-0.278991	-0.278991	0.557982	
2.046	0.285019	2.77556e-17	-0.285019	-0.285019	0.570039	
2.047	0.291036	2.77556e-17	-0.291036	-0.291036	0.582072	
2.048	0.297042	0	-0.297042	-0.297042	0.594083	
2.049	0.303035	0	-0.303035	-0.303035	0.606071	
2.05	0.309017	0	-0.309017	-0.309017	0.618034	
2.051	0.314987	-2.77556e-17	-0.314987	-0.314987	0.629973	
2.052	0.320944	-2.77556e-17	-0.320944	-0.320944	0.641887	
2.053	0.326888	-2.77556e-17	-0.326888	-0.326888	0.653776	
2.054	0.33282	0	-0.33282	-0.33282	0.665639	
2.055	0.338738	-2.77556e-17	-0.338738	-0.338738	0.677476	
2.056	0.344643	-2.77556e-17	-0.344643	-0.344643	0.689286	
2.057	0.350534	0	-0.350534	-0.350534	0.701069	
2.058	0.356412	0	-0.356412	-0.356412	0.712824	
2.059	0.362275	0	-0.362275	-0.362275	0.724551	
2.06	0.368125	0	-0.368125	-0.368125	0.736249	
2.061	0.373959	-2.77556e-17	-0.373959	-0.373959	0.747918	
2.062	0.379779	0	-0.379779	-0.379779	0.759558	
2.063	0.385584	0	-0.385584	-0.385584	0.771168	
2.064	0.391374	0	-0.391374	-0.391374	0.782747	
2.065	0.397148	0	-0.397148	-0.397148	0.794296	
2.066	0.402906	0	-0.402906	-0.402906	0.805813	
2.067	0.408649	0	-0.408649	-0.408649	0.817298	
2.068	0.414376	0	-0.414376	-0.414376	0.828751	
2.069	0.420086	0	-0.420086	-0.420086	0.840171	
2.07	0.425779	0	-0.425779	-0.425779	0.851559	
2.071	0.431456	0	-0.431456	-0.431456	0.862912	
2.072	0.437116	0	-0.437116	-0.437116	0.874232	
2.073	0.442758	0	-0.442758	-0.442758	0.885516	
2.074	0.448383	0	-0.448383	-0.448383	0.896766	
2.075	0.45399	0	-0.45399	-0.45399	0.907981	
2.076	0.45958	0	-0.45958	-0.45958	0.91916	
2.077	0.465151	0	-0.465151	-0.465151	0.930302	
2.078	0.470704	0	-0.470704	-0.470704	0.941408	
2.079	0.476238	0	-0.476238	-0.476238	0.952476	
2.08	0.481754	0	-0.481754	-0.481754	0.963507	
2.081	0.48725	0	-0.48725	-0.48725	0.9745	
2.082	0.492727	0	-0.492727	-0.492727	0.985455	
2.083	0.498185	0	-0.498185	-0.498185	0.99637	
2.084	0.503623	5.55112e-17	-0.503623	-0.503623	1.00725	
2.085	0.509041	0	-0.509041	-0.509041	1.01808	
2.086	0.51444	0	-0.51444	-0.51444	1.02888	
2.087	0.519817	0	-0.519817	-0.519817	1.03963	
2.088	0.525175	0	-0.525175	-0.525175	1.05035	
2.089	0.530511	0	-0.530511	-0.530511	1.06102	
2.09	0.535827	0	-0.535827	-0.535827	1.07165	
2.091	0.541121	0	-0.541121	-0.541121	1.08224	
2.092	0.546394	0	-0.546394	-0.546394	1.09279	
2.093	0.551646	0	-0.551646	-0.551646	1.10329	
2.094	0.556876	0	-0.556876	-0.556876	1.11375	
2.095	0.562083	5.55112e-17	-0.562083	-0.562083	1.12417	
2.096	0.567269	5.55112e-17	-0.567269	-0.567269	1.13454	
2.097	0.572432	0	-0.572432	-0.572432	1.14486	
2.098	0.577573	0	-0.577573	-0.577573	1.15515	
2.099	0.58269	0	-0.58269	-0.58269	1.16538	
2.1	0.587785	0	-0.587785	-0.587785	1.17557	
2.101	0.592857	0	-0.592857	-0.592857	1.18571	
2.102	0.597905	0	-0.597905	-0.597905	1.19581	
