t 1 2 jL0100 jV0200 
0.004911 -0.122045 -1.53315 1.4111 -1.4111
0.004912 -0.100699 -1.51028 1.40958 -1.40958
0.004913 -0.0792694 -1.48735 1.40808 -1.40808
0.004914 -0.0577581 -1.46437 1.40661 -1.40661
0.004915 -0.0361656 -1.44132 1.40515 -1.40515
0.004916 -0.0144928 -1.41822 1.40372 -1.40372
0.004917 0.00725959 -1.39506 1.40232 -1.40232
0.004918 0.0290906 -1.37184 1.40093 -1.40093
0.004919 0.0509995 -1.34857 1.39957 -1.39957
0.00492 0.0729853 -1.32525 1.39824 -1.39824
0.004921 0.0950472 -1.30188 1.39692 -1.39692
0.004922 0.117184 -1.27845 1.39563 -1.39563
0.004923 0.139396 -1.25497 1.39437 -1.39437
0.004924 0.161681 -1.23144 1.39312 -1.39312
0.004925 0.184038 -1.20787 1.3919 -1.3919
0.004926 0.206467 -1.18424 1.39071 -1.39071
0.004927 0.228967 -1.16057 1.38954 -1.38954
0.004928 0.251537 -1.13685 1.38839 -1.38839
0.004929 0.274176 -1.11309 1.38726 -1.38726
0.00493 0.296883 -1.08928 1.38616 -1.38616
0.004931 0.319657 -1.06543 1.38508 -1.38508
0.004932 0.342498 -1.04153 1.38403 -1.38403
0.004933 0.365404 -1.0176 1.383 -1.383
0.004934 0.388374 -0.993621 1.38199 -1.38199
0.004935 0.411408 -0.969605 1.38101 -1.38101
0.004936 0.434505 -0.94555 1.38006 -1.38006
0.004937 0.457664 -0.921458 1.37912 -1.37912
0.004938 0.480884 -0.897329 1.37821 -1.37821
0.004939 0.504163 -0.873164 1.37733 -1.37733
0.00494 0.527502 -0.848965 1.37647 -1.37647
0.004941 0.550899 -0.824731 1.37563 -1.37563
0.004942 0.574353 -0.800465 1.37482 -1.37482
0.004943 0.597863 -0.776166 1.37403 -1.37403
0.004944 0.621428 -0.751836 1.37326 -1.37326
0.004945 0.645048 -0.727477 1.37253 -1.37253
0.004946 0.668722 -0.703088 1.37181 -1.37181
0.004947 0.692448 -0.678671 1.37112 -1.37112
0.004948 0.716226 -0.654227 1.37045 -1.37045
0.004949 0.740054 -0.629757 1.36981 -1.36981
0.00495 0.763932 -0.605261 1.36919 -1.36919
0.004951 0.787859 -0.580741 1.3686 -1.3686
0.004952 0.811834 -0.556198 1.36803 -1.36803
0.004953 0.835855 -0.531632 1.36749 -1.36749
0.004954 0.859923 -0.507045 1.36697 -1.36697
0.004955 0.884036 -0.482438 1.36647 -1.36647
0.004956 0.908192 -0.457811 1.366 -1.366
0.004957 0.932392 -0.433166 1.36556 -1.36556
0.004958 0.956634 -0.408503 1.36514 -1.36514
0.004959 0.980917 -0.383824 1.36474 -1.36474
0.00496 1.00524 -0.359129 1.36437 -1.36437
0.004961 1.0296 -0.33442 1.36402 -1.36402
0.004962 1.054 -0.309697 1.3637 -1.3637
0.004963 1.07844 -0.284961 1.3634 -1.3634
0.004964 1.10292 -0.260214 1.36313 -1.36313
0.004965 1.12743 -0.235456 1.36288 -1.36288
0.004966 1.15197 -0.210688 1.36266 -1.36266
0.004967 1.17655 -0.185912 1.36246 -1.36246
0.004968 1.20116 -0.161128 1.36229 -1.36229
0.004969 1.2258 -0.136337 1.36214 -1.36214
0.00497 1.25047 -0.111541 1.36202 -1.36202
0.004971 1.27518 -0.0867392 1.36192 -1.36192
0.004972 1.29991 -0.0619341 1.36184 -1.36184
0.004973 1.32467 -0.0371261 1.36179 -1.36179
0.004974 1.34945 -0.0123162 1.36177 -1.36177
0.004975 1.37426 0.0124945 1.36177 -1.36177
0.004976 1.3991 0.0373051 1.36179 -1.36179
0.004977 1.42396 0.0621146 1.36184 -1.36184
0.004978 1.44884 0.086922 1.36192 -1.36192
0.004979 1.47374 0.111726 1.36202 -1.36202
0.00498 1.49867 0.136527 1.36214 -1.36214
0.004981 1.52361 0.161322 1.36229 -1.36229
0.004982 1.54857 0.186112 1.36246 -1.36246
0.004983 1.57356 0.210894 1.36266 -1.36266
0.004984 1.59855 0.235668 1.36288 -1.36288
0.004985 1.62357 0.260434 1.36313 -1.36313
0.004986 1.6486 0.28519 1.36341 -1.36341
0.004987 1.67364 0.309934 1.3637 -1.3637
0.004988 1.69869 0.334667 1.36403 -1.36403
0.004989 1.72376 0.359387 1.36437 -1.36437
0.00499 1.74884 0.384094 1.36474 -1.36474
0.004991 1.77393 0.408785 1.36514 -1.36514
0.004992 1.79902 0.433461 1.36556 -1.36556
0.004993 1.82413 0.45812 1.36601 -1.36601
0.004994 1.84924 0.482761 1.36648 -1.36648
0.004995 1.87436 0.507384 1.36697 -1.36697
0.004996 1.89948 0.531987 1.36749 -1.36749
0.004997 1.92461 0.556569 1.36804 -1.36804
0.004998 1.94974 0.58113 1.36861 -1.36861
0.004999 1.97487 0.605668 1.3692 -1.3692
0.005 2 0.630183 1.36982 -1.36982
0.005001 2.02513 0.654673 1.37046 -1.37046
0.005002 2.05026 0.679138 1.37113 -1.37113
0.005003 2.07539 0.703576 1.37182 -1.37182
0.005004 2.10052 0.727987 1.37253 -1.37253
0.005005 2.12564 0.752369 1.37327 -1.37327
0.005006 2.15076 0.776722 1.37404 -1.37404
0.005007 2.17587 0.801045 1.37483 -1.37483
0.005008 2.20098 0.825337 1.37564 -1.37564
0.005009 2.22607 0.849596 1.37648 -1.37648
0.00501 2.25116 0.873822 1.37734 -1.37734
0.005011 2.27624 0.898015 1.37823 -1.37823
0.005012 2.30131 0.922172 1.37914 -1.37914
0.005013 2.32636 0.946293 1.38007 -1.38007
0.005014 2.3514 0.970377 1.38103 -1.38103
0.005015 2.37643 0.994423 1.38201 -1.38201
0.005016 2.40145 1.01843 1.38302 -1.38302
0.005017 2.42644 1.0424 1.38405 -1.38405
0.005018 2.45143 1.06632 1.3851 -1.3851
0.005019 2.47639 1.09021 1.38618 -1.38618
0.00502 2.50133 1.11405 1.38728 -1.38728
0.005021 2.52626 1.13785 1.38841 -1.38841
0.005022 2.55116 1.1616 1.38956 -1.38956
0.005023 2.57604 1.18531 1.39073 -1.39073
0.005024 2.6009 1.20897 1.39193 -1.39193
0.005025 2.62574 1.23259 1.39315 -1.39315
0.005026 2.65055 1.25616 1.39439 -1.39439
0.005027 2.67533 1.27967 1.39566 -1.39566
0.005028 2.70009 1.30314 1.39695 -1.39695
0.005029 2.72482 1.32656 1.39827 -1.39827
0.00503 2.74953 1.34992 1.39961 -1.39961
0.005031 2.7742 1.37323 1.40097 -1.40097
0.005032 2.79884 1.39649 1.40235 -1.40235
0.005033 2.82345 1.41969 1.40376 -1.40376
0.005034 2.84803 1.44284 1.40519 -1.40519
0.005035 2.87257 1.46593 1.40665 -1.40665
0.005036 2.89708 1.48896 1.40812 -1.40812
0.005037 2.92156 1.51193 1.40962 -1.40962
0.005038 2.946 1.53485 1.41115 -1.41115
0.005039 2.9704 1.5577 1.41269 -1.41269
0.00504 2.99476 1.5805 1.41426 -1.41426
0.005041 3.01908 1.60323 1.41585 -1.41585
0.005042 3.04337 1.6259 1.41747 -1.41747
0.005043 3.06761 1.6485 1.41911 -1.41911
0.005044 3.09181 1.67104 1.42077 -1.42077
0.005045 3.11596 1.69352 1.42245 -1.42245
0.005046 3.14008 1.71592 1.42415 -1.42415
0.005047 3.16414 1.73826 1.42588 -1.42588
0.005048 3.18817 1.76054 1.42763 -1.42763
0.005049 3.21214 1.78274 1.4294 -1.4294
0.00505 3.23607 1.80487 1.4312 -1.4312
0.005051 3.25995 1.82693 1.43301 -1.43301
0.005052 3.28377 1.84893 1.43485 -1.43485
0.005053 3.30755 1.87084 1.43671 -1.43671
0.005054 3.33128 1.89269 1.43859 -1.43859
0.005055 3.35495 1.91446 1.44049 -1.44049
0.005056 3.37857 1.93615 1.44242 -1.44242
0.005057 3.40214 1.95777 1.44437 -1.44437
0.005058 3.42565 1.97931 1.44634 -1.44634
0.005059 3.4491 2.00078 1.44833 -1.44833
0.00506 3.4725 2.02216 1.45034 -1.45034
0.005061 3.49584 2.04347 1.45237 -1.45237
0.005062 3.51912 2.06469 1.45442 -1.45442
0.005063 3.54234 2.08584 1.4565 -1.4565
0.005064 3.56549 2.1069 1.4586 -1.4586
0.005065 3.58859 2.12788 1.46071 -1.46071
0.005066 3.61163 2.14877 1.46285 -1.46285
0.005067 3.6346 2.16959 1.46501 -1.46501
0.005068 3.6575 2.19031 1.46719 -1.46719
0.005069 3.68034 2.21095 1.46939 -1.46939
0.00507 3.70312 2.23151 1.47161 -1.47161
0.005071 3.72582 2.25197 1.47385 -1.47385
0.005072 3.74846 2.27235 1.47612 -1.47612
0.005073 3.77103 2.29263 1.4784 -1.4784
0.005074 3.79353 2.31283 1.4807 -1.4807
0.005075 3.81596 2.33294 1.48302 -1.48302
0.005076 3.83832 2.35295 1.48537 -1.48537
0.005077 3.8606 2.37287 1.48773 -1.48773
0.005078 3.88282 2.3927 1.49011 -1.49011
0.005079 3.90495 2.41244 1.49252 -1.49252
0.00508 3.92701 2.43208 1.49494 -1.49494
0.005081 3.949 2.45162 1.49738 -1.49738
0.005082 3.97091 2.47107 1.49984 -1.49984
0.005083 3.99274 2.49042 1.50232 -1.50232
0.005084 4.01449 2.50967 1.50482 -1.50482
0.005085 4.03617 2.52883 1.50734 -1.50734
0.005086 4.05776 2.54788 1.50988 -1.50988
0.005087 4.07927 2.56683 1.51244 -1.51244
0.005088 4.1007 2.58569 1.51501 -1.51501
0.005089 4.12204 2.60444 1.51761 -1.51761
0.00509 4.14331 2.62309 1.52022 -1.52022
0.005091 4.16449 2.64163 1.52285 -1.52285
0.005092 4.18558 2.66007 1.5255 -1.5255
0.005093 4.20658 2.67841 1.52817 -1.52817
0.005094 4.2275 2.69664 1.53086 -1.53086
0.005095 4.24833 2.71477 1.53357 -1.53357
0.005096 4.26908 2.73279 1.53629 -1.53629
0.005097 4.28973 2.7507 1.53903 -1.53903
0.005098 4.31029 2.7685 1.54179 -1.54179
0.005099 4.33076 2.78619 1.54457 -1.54457
0.0051 4.35114 2.80378 1.54736 -1.54736
0.005101 4.37143 2.82125 1.55018 -1.55018
0.005102 4.39162 2.83861 1.55301 -1.55301
0.005103 4.41172 2.85586 1.55585 -1.55585
0.005104 4.43172 2.873 1.55872 -1.55872
0.005105 4.45163 2.89003 1.5616 -1.5616
0.005106 4.47144 2.90694 1.5645 -1.5645
0.005107 4.49115 2.92374 1.56741 -1.56741
0.005108 4.51077 2.94042 1.57035 -1.57035
0.005109 4.53028 2.95699 1.57329 -1.57329
0.00511 4.5497 2.97344 1.57626 -1.57626
0.005111 4.56901 2.98977 1.57924 -1.57924
0.005112 4.58822 3.00598 1.58224 -1.58224
0.005113 4.60733 3.02208 1.58525 -1.58525
0.005114 4.62634 3.03806 1.58828 -1.58828
0.005115 4.64525 3.05392 1.59133 -1.59133
0.005116 4.66405 3.06966 1.59439 -1.59439
0.005117 4.68274 3.08527 1.59747 -1.59747
0.005118 4.70133 3.10077 1.60056 -1.60056
0.005119 4.71981 3.11614 1.60367 -1.60367
0.00512 4.73819 3.13139 1.60679 -1.60679
0.005121 4.75646 3.14652 1.60993 -1.60993
0.005122 4.77461 3.16153 1.61309 -1.61309
0.005123 4.79266 3.17641 1.61626 -1.61626
0.005124 4.8106 3.19116 1.61944 -1.61944
0.005125 4.82843 3.20579 1.62264 -1.62264
0.005126 4.84614 3.22029 1.62585 -1.62585
0.005127 4.86375 3.23467 1.62908 -1.62908
0.005128 4.88124 3.24892 1.63232 -1.63232
0.005129 4.89861 3.26304 1.63558 -1.63558
0.00513 4.91587 3.27703 1.63885 -1.63885
0.005131 4.93302 3.29089 1.64213 -1.64213
0.005132 4.95005 3.30462 1.64543 -1.64543
0.005133 4.96697 3.31823 1.64874 -1.64874
0.005134 4.98376 3.3317 1.65206 -1.65206
0.005135 5.00044 3.34504 1.6554 -1.6554
0.005136 5.01701 3.35825 1.65875 -1.65875
0.005137 5.03345 3.37133 1.66212 -1.66212
0.005138 5.04977 3.38427 1.6655 -1.6655
0.005139 5.06597 3.39708 1.66889 -1.66889
0.00514 5.08205 3.40976 1.67229 -1.67229
0.005141 5.09801 3.4223 1.67571 -1.67571
0.005142 5.11385 3.43471 1.67914 -1.67914
0.005143 5.12956 3.44699 1.68258 -1.68258
0.005144 5.14515 3.45912 1.68603 -1.68603
0.005145 5.16062 3.47113 1.68949 -1.68949
0.005146 5.17596 3.48299 1.69297 -1.69297
0.005147 5.19118 3.49472 1.69646 -1.69646
0.005148 5.20627 3.50631 1.69996 -1.69996
0.005149 5.22123 3.51776 1.70347 -1.70347
0.00515 5.23607 3.52907 1.707 -1.707
0.005151 5.25078 3.54025 1.71053 -1.71053
0.005152 5.26536 3.55128 1.71408 -1.71408
0.005153 5.27981 3.56217 1.71763 -1.71763
0.005154 5.29413 3.57293 1.7212 -1.7212
0.005155 5.30832 3.58354 1.72478 -1.72478
0.005156 5.32238 3.59402 1.72837 -1.72837
0.005157 5.33631 3.60435 1.73197 -1.73197
0.005158 5.35011 3.61454 1.73558 -1.73558
0.005159 5.36378 3.62458 1.7392 -1.7392
0.00516 5.37731 3.63449 1.74283 -1.74283
0.005161 5.39071 3.64425 1.74647 -1.74647
0.005162 5.40398 3.65386 1.75011 -1.75011
0.005163 5.41711 3.66334 1.75377 -1.75377
0.005164 5.43011 3.67267 1.75744 -1.75744
0.005165 5.44297 3.68185 1.76112 -1.76112
0.005166 5.45569 3.69089 1.7648 -1.7648
0.005167 5.46828 3.69978 1.7685 -1.7685
0.005168 5.48074 3.70853 1.7722 -1.7722
0.005169 5.49305 3.71713 1.77592 -1.77592
0.00517 5.50523 3.72559 1.77964 -1.77964
0.005171 5.51727 3.7339 1.78337 -1.78337
0.005172 5.52916 3.74206 1.78711 -1.78711
0.005173 5.54093 3.75007 1.79085 -1.79085
0.005174 5.55255 3.75794 1.79461 -1.79461
0.005175 5.56403 3.76566 1.79837 -1.79837
0.005176 5.57537 3.77323 1.80214 -1.80214
0.005177 5.58656 3.78065 1.80591 -1.80591
0.005178 5.59762 3.78792 1.8097 -1.8097
0.005179 5.60854 3.79505 1.81349 -1.81349
0.00518 5.61931 3.80202 1.81729 -1.81729
0.005181 5.62994 3.80884 1.82109 -1.82109
0.005182 5.64042 3.81552 1.82491 -1.82491
0.005183 5.65077 3.82204 1.82873 -1.82873
0.005184 5.66096 3.82841 1.83255 -1.83255
0.005185 5.67102 3.83464 1.83638 -1.83638
0.005186 5.68093 3.84071 1.84022 -1.84022
0.005187 5.69069 3.84663 1.84406 -1.84406
0.005188 5.70031 3.8524 1.84791 -1.84791
0.005189 5.70978 3.85801 1.85177 -1.85177
0.00519 5.71911 3.86348 1.85563 -1.85563
0.005191 5.72828 3.86879 1.85949 -1.85949
0.005192 5.73732 3.87395 1.86337 -1.86337
0.005193 5.7462 3.87896 1.86724 -1.86724
0.005194 5.75494 3.88381 1.87112 -1.87112
0.005195 5.76352 3.88851 1.87501 -1.87501
0.005196 5.77196 3.89306 1.8789 -1.8789
0.005197 5.78025 3.89746 1.8828 -1.8828
0.005198 5.78839 3.9017 1.8867 -1.8867
0.005199 5.79638 3.90578 1.8906 -1.8906
0.0052 5.80423 3.90972 1.89451 -1.89451
0.005201 5.81192 3.9135 1.89842 -1.89842
0.005202 5.81946 3.91712 1.90233 -1.90233
0.005203 5.82685 3.9206 1.90625 -1.90625
0.005204 5.83409 3.92391 1.91018 -1.91018
0.005205 5.84117 3.92707 1.9141 -1.9141
0.005206 5.84811 3.93008 1.91803 -1.91803
0.005207 5.85489 3.93293 1.92196 -1.92196
0.005208 5.86153 3.93563 1.9259 -1.9259
0.005209 5.86801 3.93817 1.92983 -1.92983
0.00521 5.87433 3.94056 1.93377 -1.93377
0.005211 5.88051 3.94279 1.93771 -1.93771
0.005212 5.88653 3.94487 1.94166 -1.94166
0.005213 5.89239 3.94679 1.9456 -1.9456
0.005214 5.89811 3.94856 1.94955 -1.94955
0.005215 5.90367 3.95017 1.9535 -1.9535
0.005216 5.90907 3.95162 1.95745 -1.95745
0.005217 5.91432 3.95292 1.9614 -1.9614
0.005218 5.91942 3.95406 1.96536 -1.96536
0.005219 5.92436 3.95505 1.96931 -1.96931
0.00522 5.92915 3.95588 1.97327 -1.97327
0.005221 5.93378 3.95656 1.97722 -1.97722
0.005222 5.93826 3.95708 1.98118 -1.98118
0.005223 5.94258 3.95744 1.98514 -1.98514
0.005224 5.94674 3.95765 1.98909 -1.98909
0.005225 5.95075 3.9577 1.99305 -1.99305
0.005226 5.95461 3.9576 1.99701 -1.99701
0.005227 5.9583 3.95734 2.00097 -2.00097
0.005228 5.96185 3.95692 2.00492 -2.00492
0.005229 5.96523 3.95635 2.00888 -2.00888
0.00523 5.96846 3.95562 2.01284 -2.01284
0.005231 5.97153 3.95474 2.01679 -2.01679
0.005232 5.97445 3.9537 2.02075 -2.02075
0.005233 5.9772 3.9525 2.0247 -2.0247
0.005234 5.9798 3.95115 2.02865 -2.02865
0.005235 5.98225 3.94965 2.0326 -2.0326
0.005236 5.98453 3.94798 2.03655 -2.03655
0.005237 5.98666 3.94617 2.0405 -2.0405
0.005238 5.98864 3.94419 2.04444 -2.04444
0.005239 5.99045 3.94206 2.04839 -2.04839
0.00524 5.99211 3.93978 2.05233 -2.05233
0.005241 5.99361 3.93734 2.05627 -2.05627
0.005242 5.99495 3.93475 2.0602 -2.0602
0.005243 5.99613 3.932 2.06413 -2.06413
0.005244 5.99716 3.92909 2.06807 -2.06807
0.005245 5.99803 3.92603 2.07199 -2.07199
0.005246 5.99874 3.92282 2.07592 -2.07592
0.005247 5.99929 3.91945 2.07984 -2.07984
0.005248 5.99968 3.91593 2.08376 -2.08376
0.005249 5.99992 3.91225 2.08767 -2.08767
0.00525 6 3.90842 2.09158 -2.09158
0.005251 5.99992 3.90443 2.09549 -2.09549
0.005252 5.99968 3.90029 2.09939 -2.09939
0.005253 5.99929 3.896 2.10329 -2.10329
0.005254 5.99874 3.89156 2.10718 -2.10718
0.005255 5.99803 3.88696 2.11107 -2.11107
0.005256 5.99716 3.8822 2.11496 -2.11496
0.005257 5.99613 3.8773 2.11883 -2.11883
0.005258 5.99495 3.87224 2.12271 -2.12271
0.005259 5.99361 3.86703 2.12658 -2.12658
0.00526 5.99211 3.86166 2.13044 -2.13044
0.005261 5.99045 3.85615 2.1343 -2.1343
0.005262 5.98864 3.85048 2.13816 -2.13816
0.005263 5.98666 3.84466 2.142 -2.142
0.005264 5.98453 3.83869 2.14585 -2.14585
0.005265 5.98225 3.83257 2.14968 -2.14968
0.005266 5.9798 3.82629 2.15351 -2.15351
0.005267 5.9772 3.81987 2.15733 -2.15733
0.005268 5.97445 3.8133 2.16115 -2.16115
0.005269 5.97153 3.80657 2.16496 -2.16496
0.00527 5.96846 3.7997 2.16876 -2.16876
0.005271 5.96523 3.79267 2.17256 -2.17256
0.005272 5.96185 3.7855 2.17635 -2.17635
0.005273 5.9583 3.77817 2.18013 -2.18013
0.005274 5.95461 3.7707 2.1839 -2.1839
0.005275 5.95075 3.76308 2.18767 -2.18767
0.005276 5.94674 3.75531 2.19143 -2.19143
0.005277 5.94258 3.7474 2.19518 -2.19518
0.005278 5.93826 3.73933 2.19893 -2.19893
0.005279 5.93378 3.73112 2.20266 -2.20266
0.00528 5.92915 3.72276 2.20639 -2.20639
0.005281 5.92436 3.71426 2.21011 -2.21011
0.005282 5.91942 3.7056 2.21382 -2.21382
0.005283 5.91432 3.69681 2.21752 -2.21752
0.005284 5.90907 3.68786 2.22121 -2.22121
0.005285 5.90367 3.67877 2.22489 -2.22489
0.005286 5.89811 3.66954 2.22857 -2.22857
0.005287 5.89239 3.66016 2.23223 -2.23223
0.005288 5.88653 3.65064 2.23589 -2.23589
0.005289 5.88051 3.64097 2.23953 -2.23953
0.00529 5.87433 3.63116 2.24317 -2.24317
0.005291 5.86801 3.62121 2.2468 -2.2468
0.005292 5.86153 3.61112 2.25041 -2.25041
0.005293 5.85489 3.60088 2.25402 -2.25402
0.005294 5.84811 3.5905 2.25761 -2.25761
0.005295 5.84117 3.57998 2.2612 -2.2612
0.005296 5.83409 3.56931 2.26477 -2.26477
0.005297 5.82685 3.55851 2.26834 -2.26834
0.005298 5.81946 3.54757 2.27189 -2.27189
0.005299 5.81192 3.53649 2.27543 -2.27543
0.0053 5.80423 3.52526 2.27896 -2.27896
0.005301 5.79638 3.5139 2.28248 -2.28248
0.005302 5.78839 3.5024 2.28599 -2.28599
0.005303 5.78025 3.49077 2.28949 -2.28949
0.005304 5.77196 3.47899 2.29297 -2.29297
0.005305 5.76352 3.46708 2.29644 -2.29644
0.005306 5.75494 3.45503 2.29991 -2.29991
0.005307 5.7462 3.44284 2.30335 -2.30335
0.005308 5.73732 3.43052 2.30679 -2.30679
0.005309 5.72828 3.41807 2.31022 -2.31022
0.00531 5.71911 3.40548 2.31363 -2.31363
0.005311 5.70978 3.39275 2.31703 -2.31703
0.005312 5.70031 3.3799 2.32041 -2.32041
0.005313 5.69069 3.3669 2.32379 -2.32379
0.005314 5.68093 3.35378 2.32715 -2.32715
0.005315 5.67102 3.34052 2.33049 -2.33049
0.005316 5.66096 3.32714 2.33383 -2.33383
0.005317 5.65077 3.31362 2.33715 -2.33715
0.005318 5.64042 3.29997 2.34046 -2.34046
0.005319 5.62994 3.28619 2.34375 -2.34375
0.00532 5.61931 3.27228 2.34703 -2.34703
0.005321 5.60854 3.25824 2.35029 -2.35029
0.005322 5.59762 3.24408 2.35354 -2.35354
0.005323 5.58656 3.22978 2.35678 -2.35678
0.005324 5.57537 3.21536 2.36 -2.36
0.005325 5.56403 3.20081 2.36321 -2.36321
0.005326 5.55255 3.18614 2.3664 -2.3664
0.005327 5.54093 3.17134 2.36958 -2.36958
0.005328 5.52916 3.15642 2.37275 -2.37275
0.005329 5.51727 3.14137 2.3759 -2.3759
0.00533 5.50523 3.1262 2.37903 -2.37903
0.005331 5.49305 3.1109 2.38215 -2.38215
0.005332 5.48074 3.09548 2.38525 -2.38525
0.005333 5.46828 3.07994 2.38834 -2.38834
0.005334 5.45569 3.06428 2.39141 -2.39141
0.005335 5.44297 3.0485 2.39447 -2.39447
0.005336 5.43011 3.0326 2.39751 -2.39751
0.005337 5.41711 3.01658 2.40053 -2.40053
0.005338 5.40398 3.00044 2.40354 -2.40354
0.005339 5.39071 2.98418 2.40653 -2.40653
0.00534 5.37731 2.9678 2.40951 -2.40951
0.005341 5.36378 2.95131 2.41247 -2.41247
0.005342 5.35011 2.9347 2.41541 -2.41541
0.005343 5.33631 2.91797 2.41834 -2.41834
0.005344 5.32238 2.90114 2.42125 -2.42125
0.005345 5.30832 2.88418 2.42414 -2.42414
0.005346 5.29413 2.86711 2.42702 -2.42702
0.005347 5.27981 2.84993 2.42988 -2.42988
0.005348 5.26536 2.83264 2.43272 -2.43272
0.005349 5.25078 2.81524 2.43554 -2.43554
0.00535 5.23607 2.79772 2.43835 -2.43835
0.005351 5.22123 2.7801 2.44114 -2.44114
0.005352 5.20627 2.76236 2.44391 -2.44391
0.005353 5.19118 2.74452 2.44666 -2.44666
0.005354 5.17596 2.72657 2.4494 -2.4494
0.005355 5.16062 2.70851 2.45211 -2.45211
0.005356 5.14515 2.69034 2.45481 -2.45481
0.005357 5.12956 2.67207 2.45749 -2.45749
0.005358 5.11385 2.65369 2.46016 -2.46016
0.005359 5.09801 2.63521 2.4628 -2.4628
0.00536 5.08205 2.61663 2.46543 -2.46543
0.005361 5.06597 2.59794 2.46803 -2.46803
0.005362 5.04977 2.57915 2.47062 -2.47062
0.005363 5.03345 2.56025 2.47319 -2.47319
0.005364 5.01701 2.54126 2.47574 -2.47574
0.005365 5.00044 2.52217 2.47828 -2.47828
0.005366 4.98376 2.50298 2.48079 -2.48079
0.005367 4.96697 2.48369 2.48328 -2.48328
0.005368 4.95005 2.4643 2.48576 -2.48576
0.005369 4.93302 2.44481 2.48821 -2.48821
0.00537 4.91587 2.42523 2.49065 -2.49065
0.005371 4.89861 2.40555 2.49306 -2.49306
0.005372 4.88124 2.38578 2.49546 -2.49546
0.005373 4.86375 2.36591 2.49783 -2.49783
0.005374 4.84614 2.34595 2.50019 -2.50019
0.005375 4.82843 2.3259 2.50252 -2.50252
0.005376 4.8106 2.30576 2.50484 -2.50484
0.005377 4.79266 2.28553 2.50714 -2.50714
0.005378 4.77461 2.2652 2.50941 -2.50941
0.005379 4.75646 2.24479 2.51167 -2.51167
0.00538 4.73819 2.22429 2.5139 -2.5139
0.005381 4.71981 2.2037 2.51611 -2.51611
0.005382 4.70133 2.18302 2.51831 -2.51831
0.005383 4.68274 2.16226 2.52048 -2.52048
0.005384 4.66405 2.14142 2.52263 -2.52263
0.005385 4.64525 2.12048 2.52476 -2.52476
0.005386 4.62634 2.09947 2.52687 -2.52687
0.005387 4.60733 2.07837 2.52896 -2.52896
0.005388 4.58822 2.05719 2.53103 -2.53103
0.005389 4.56901 2.03593 2.53308 -2.53308
0.00539 4.5497 2.01459 2.5351 -2.5351
0.005391 4.53028 1.99318 2.53711 -2.53711
0.005392 4.51077 1.97168 2.53909 -2.53909
0.005393 4.49115 1.9501 2.54105 -2.54105
0.005394 4.47144 1.92845 2.54299 -2.54299
0.005395 4.45163 1.90672 2.54491 -2.54491
0.005396 4.43172 1.88492 2.5468 -2.5468
0.005397 4.41172 1.86304 2.54868 -2.54868
0.005398 4.39162 1.84109 2.55053 -2.55053
0.005399 4.37143 1.81907 2.55236 -2.55236
0.0054 4.35114 1.79698 2.55417 -2.55417
0.005401 4.33076 1.77481 2.55595 -2.55595
0.005402 4.31029 1.75258 2.55772 -2.55772
0.005403 4.28973 1.73027 2.55946 -2.55946
0.005404 4.26908 1.7079 2.56118 -2.56118
0.005405 4.24833 1.68546 2.56287 -2.56287
0.005406 4.2275 1.66296 2.56455 -2.56455
0.005407 4.20658 1.64039 2.5662 -2.5662
0.005408 4.18558 1.61775 2.56783 -2.56783
0.005409 4.16448 1.59505 2.56943 -2.56943
0.00541 4.14331 1.57229 2.57102 -2.57102
0.005411 4.12204 1.54947 2.57258 -2.57258
0.005412 4.1007 1.52658 2.57412 -2.57412
0.005413 4.07927 1.50364 2.57563 -2.57563
0.005414 4.05776 1.48063 2.57712 -2.57712
0.005415 4.03617 1.45757 2.57859 -2.57859
0.005416 4.01449 1.43445 2.58004 -2.58004
0.005417 3.99274 1.41128 2.58146 -2.58146
0.005418 3.97091 1.38805 2.58286 -2.58286
0.005419 3.949 1.36476 2.58424 -2.58424
0.00542 3.92701 1.34142 2.58559 -2.58559
0.005421 3.90495 1.31803 2.58692 -2.58692
0.005422 3.88282 1.29459 2.58823 -2.58823
0.005423 3.8606 1.27109 2.58951 -2.58951
0.005424 3.83832 1.24755 2.59077 -2.59077
0.005425 3.81596 1.22396 2.592 -2.592
0.005426 3.79353 1.20032 2.59322 -2.59322
0.005427 3.77103 1.17663 2.59441 -2.59441
0.005428 3.74846 1.15289 2.59557 -2.59557
0.005429 3.72582 1.12911 2.59671 -2.59671
0.00543 3.70312 1.10529 2.59783 -2.59783
0.005431 3.68034 1.08142 2.59892 -2.59892
0.005432 3.6575 1.05751 2.59999 -2.59999
0.005433 3.6346 1.03356 2.60104 -2.60104
0.005434 3.61163 1.00957 2.60206 -2.60206
0.005435 3.58859 0.985536 2.60306 -2.60306
0.005436 3.56549 0.961466 2.60403 -2.60403
0.005437 3.54234 0.937357 2.60498 -2.60498
0.005438 3.51912 0.913213 2.6059 -2.6059
0.005439 3.49584 0.889032 2.6068 -2.6068
0.00544 3.4725 0.864816 2.60768 -2.60768
0.005441 3.4491 0.840567 2.60853 -2.60853
0.005442 3.42565 0.816285 2.60936 -2.60936
0.005443 3.40214 0.79197 2.61017 -2.61017
0.005444 3.37857 0.767625 2.61095 -2.61095
0.005445 3.35495 0.743249 2.6117 -2.6117
